Island,Year,TerritoryID,TerritoryNumber,TQcorrected,FieldPeriodID,PeriodStart,SummerIndex
CN,2004,26,20,30871.90563,34,30/05/2004,1
CN,2004,27,21,12780.01952,34,30/05/2004,1
CN,2004,28,22,11764.50532,34,30/05/2004,1
CN,2004,30,23,9441.005316,34,30/05/2004,1
CN,2004,32,24,13640.68436,34,30/05/2004,1
CN,2004,33,25,14198.6387,34,30/05/2004,1
CN,2004,34,26,14773.29667,34,30/05/2004,1
CN,2004,36,26.5,8811.23797,34,30/05/2004,1
CN,2004,38,28,16200.95471,34,30/05/2004,1
CN,2004,39,28.1,26060.02223,34,30/05/2004,1
CN,2004,40,29,11247.7346,34,30/05/2004,1
CN,2004,42,30.1,6421.213994,34,30/05/2004,1
CN,2004,43,30.2,8212.219092,34,30/05/2004,1
CN,2004,45,32,4289.983614,34,30/05/2004,1
CN,2004,47,33,8796.127513,34,30/05/2004,1
CN,2004,48,33.1,8788.546762,34,30/05/2004,1
CN,2004,50,34.5,7052.628655,34,30/05/2004,1
CN,2004,51,35,12559.491,34,30/05/2004,1
CN,2004,53,37,4118.706872,34,30/05/2004,1
CN,2004,54,38,7532.162061,34,30/05/2004,1
CN,2004,55,39,7837.716093,34,30/05/2004,1
CN,2004,56,40,6128.799312,34,30/05/2004,1
CN,2004,57,41,5566.220528,34,30/05/2004,1
CN,2004,59,42,36541.21929,34,30/05/2004,1
CN,2004,60,43,6941.763157,34,30/05/2004,1
CN,2004,61,44,5358.415557,34,30/05/2004,1
CN,2004,62,45,29796.12557,34,30/05/2004,1
CN,2004,63,46,7180.303695,34,30/05/2004,1
CN,2004,66,46.5,6568.168414,34,30/05/2004,1
CN,2004,67,47,16213.66508,34,30/05/2004,1
CN,2004,68,47.1,15419.47313,34,30/05/2004,1
CN,2004,69,48,10685.37585,34,30/05/2004,1
CN,2004,70,49,11062.15724,34,30/05/2004,1
CN,2004,71,50,4567.960267,34,30/05/2004,1
CN,2004,72,50.1,8992.69414,34,30/05/2004,1
CN,2004,74,51.1,22856.98039,34,30/05/2004,1
CN,2004,75,51.2,38242.2556,34,30/05/2004,1
CN,2004,76,52,22900.26453,34,30/05/2004,1
CN,2004,77,52.1,28276.17684,34,30/05/2004,1
CN,2004,79,53,14549.62061,34,30/05/2004,1
CN,2004,80,53.1,6679.311772,34,30/05/2004,1
CN,2004,81,54,10633.77895,34,30/05/2004,1
CN,2004,82,55,31056.9126,34,30/05/2004,1
CN,2004,83,56,15137.04901,34,30/05/2004,1
CN,2004,85,57.1,13370.67658,34,30/05/2004,1
CN,2004,86,58,8994.502485,34,30/05/2004,1
CN,2004,87,59,7077.546224,34,30/05/2004,1
CN,2004,88,59.1,9097.033259,34,30/05/2004,1
CN,2004,90,60.1,6078.042347,34,30/05/2004,1
CN,2004,91,61,7721.556041,34,30/05/2004,1
CN,2004,92,62,9318.385295,34,30/05/2004,1
CN,2004,93,62.1,2938.324864,34,30/05/2004,1
CN,2004,94,63,10407.5415,34,30/05/2004,1
CN,2004,95,64,5821.946923,34,30/05/2004,1
CN,2004,96,65,10879.72944,34,30/05/2004,1
CN,2004,98,66,10016.39741,34,30/05/2004,1
CN,2004,99,67,12565.4508,34,30/05/2004,1
CN,2004,100,68,10576.85751,34,30/05/2004,1
CN,2004,101,69,12147.66022,34,30/05/2004,1
CN,2004,105,73,11938.59061,34,30/05/2004,1
CN,2004,108,75,20818.77245,34,30/05/2004,1
CN,2004,109,76,9550.745396,34,30/05/2004,1
CN,2004,110,77,19170.63149,34,30/05/2004,1
CN,2004,111,77.1,10180.00331,34,30/05/2004,1
CN,2004,112,78,28776.02549,34,30/05/2004,1
CN,2004,113,79,15208.88207,34,30/05/2004,1
CN,2004,116,81,12300.27908,34,30/05/2004,1
CN,2004,118,82.1,12436.18571,34,30/05/2004,1
CN,2004,123,84,4052.391789,34,30/05/2004,1
CN,2004,125,85,10833.23841,34,30/05/2004,1
CN,2004,126,86,4800.480927,34,30/05/2004,1
CN,2004,127,87,2897.366834,34,30/05/2004,1
CN,2004,128,87.1,4614.661674,34,30/05/2004,1
CN,2004,129,88,4297.316583,34,30/05/2004,1
CN,2004,134,92,6745.951733,34,30/05/2004,1
CN,2004,135,92.1,12583.02089,34,30/05/2004,1
CN,2004,137,93,5315.740629,34,30/05/2004,1
CN,2004,138,94,10306.00737,34,30/05/2004,1
CN,2004,139,94.1,2221.122407,34,30/05/2004,1
CN,2004,140,94.2,9591.781407,34,30/05/2004,1
CN,2004,144,96,7662.978046,34,30/05/2004,1
CN,2004,154,101,11028.9,34,30/05/2004,1
CN,2004,155,101.1,19070.81856,34,30/05/2004,1
CN,2004,157,102,9782.217507,34,30/05/2004,1
CN,2004,159,103.1,19286.90201,34,30/05/2004,1
CN,2004,160,104,9252.020893,34,30/05/2004,1
CN,2004,165,108,40315.58316,34,30/05/2004,1
CN,2004,166,109,6766.721553,34,30/05/2004,1
CN,2004,167,110,4864.518003,34,30/05/2004,1
CN,2004,168,111,6901.350174,34,30/05/2004,1
CN,2004,169,112,37833.32477,34,30/05/2004,1
CN,2004,171,114,11524.19072,34,30/05/2004,1
CN,2004,173,116,5843.791815,34,30/05/2004,1
CN,2004,174,117,13042.52867,34,30/05/2004,1
CN,2005,1,1,,35,18/12/2004,0
CN,2005,2,1.1,,35,18/12/2004,0
CN,2005,3,2,,35,18/12/2004,0
CN,2005,4,3,,35,18/12/2004,0
CN,2005,5,3.1,,35,18/12/2004,0
CN,2005,7,4,,35,18/12/2004,0
CN,2005,8,5,,35,18/12/2004,0
CN,2005,9,6,,35,18/12/2004,0
CN,2005,11,6.5,,35,18/12/2004,0
CN,2005,12,7,,35,18/12/2004,0
CN,2005,13,8,,35,18/12/2004,0
CN,2005,14,9,,35,18/12/2004,0
CN,2005,15,10,,35,18/12/2004,0
CN,2005,16,11,,35,18/12/2004,0
CN,2005,20,15,,35,18/12/2004,0
CN,2005,23,17,,35,18/12/2004,0
CN,2005,24,18,,35,18/12/2004,0
CN,2005,25,19,,35,18/12/2004,0
CN,2005,26,20,,35,18/12/2004,0
CN,2005,27,21,,35,18/12/2004,0
CN,2005,28,22,,35,18/12/2004,0
CN,2005,30,23,,35,18/12/2004,0
CN,2005,32,24,,35,18/12/2004,0
CN,2005,33,25,,35,18/12/2004,0
CN,2005,34,26,,35,18/12/2004,0
CN,2005,36,26.5,,35,18/12/2004,0
CN,2005,38,28,,35,18/12/2004,0
CN,2005,39,28.1,,35,18/12/2004,0
CN,2005,40,29,,35,18/12/2004,0
CN,2005,42,30.1,,35,18/12/2004,0
CN,2005,43,30.2,,35,18/12/2004,0
CN,2005,45,32,,35,18/12/2004,0
CN,2005,47,33,,35,18/12/2004,0
CN,2005,48,33.1,,35,18/12/2004,0
CN,2005,50,34.5,,35,18/12/2004,0
CN,2005,51,35,,35,18/12/2004,0
CN,2005,53,37,,35,18/12/2004,0
CN,2005,54,38,,35,18/12/2004,0
CN,2005,55,39,,35,18/12/2004,0
CN,2005,56,40,,35,18/12/2004,0
CN,2005,57,41,,35,18/12/2004,0
CN,2005,58,41.1,,35,18/12/2004,0
CN,2005,59,42,,35,18/12/2004,0
CN,2005,60,43,,35,18/12/2004,0
CN,2005,61,44,,35,18/12/2004,0
CN,2005,62,45,,35,18/12/2004,0
CN,2005,63,46,,35,18/12/2004,0
CN,2005,66,46.5,,35,18/12/2004,0
CN,2005,67,47,,35,18/12/2004,0
CN,2005,68,47.1,,35,18/12/2004,0
CN,2005,69,48,,35,18/12/2004,0
CN,2005,70,49,,35,18/12/2004,0
CN,2005,71,50,,35,18/12/2004,0
CN,2005,72,50.1,,35,18/12/2004,0
CN,2005,74,51.1,,35,18/12/2004,0
CN,2005,75,51.2,,35,18/12/2004,0
CN,2005,76,52,,35,18/12/2004,0
CN,2005,77,52.1,,35,18/12/2004,0
CN,2005,79,53,,35,18/12/2004,0
CN,2005,80,53.1,,35,18/12/2004,0
CN,2005,81,54,,35,18/12/2004,0
CN,2005,82,55,,35,18/12/2004,0
CN,2005,83,56,,35,18/12/2004,0
CN,2005,85,57.1,,35,18/12/2004,0
CN,2005,86,58,,35,18/12/2004,0
CN,2005,87,59,,35,18/12/2004,0
CN,2005,88,59.1,,35,18/12/2004,0
CN,2005,90,60.1,,35,18/12/2004,0
CN,2005,92,62,,35,18/12/2004,0
CN,2005,93,62.1,,35,18/12/2004,0
CN,2005,94,63,,35,18/12/2004,0
CN,2005,95,64,,35,18/12/2004,0
CN,2005,96,65,,35,18/12/2004,0
CN,2005,98,66,,35,18/12/2004,0
CN,2005,99,67,,35,18/12/2004,0
CN,2005,100,68,,35,18/12/2004,0
CN,2005,101,69,,35,18/12/2004,0
CN,2005,105,73,,35,18/12/2004,0
CN,2005,108,75,,35,18/12/2004,0
CN,2005,109,76,,35,18/12/2004,0
CN,2005,110,77,,35,18/12/2004,0
CN,2005,111,77.1,,35,18/12/2004,0
CN,2005,112,78,,35,18/12/2004,0
CN,2005,113,79,,35,18/12/2004,0
CN,2005,116,81,,35,18/12/2004,0
CN,2005,118,82.1,,35,18/12/2004,0
CN,2005,123,84,,35,18/12/2004,0
CN,2005,125,85,,35,18/12/2004,0
CN,2005,126,86,,35,18/12/2004,0
CN,2005,127,87,,35,18/12/2004,0
CN,2005,128,87.1,,35,18/12/2004,0
CN,2005,129,88,,35,18/12/2004,0
CN,2005,134,92,,35,18/12/2004,0
CN,2005,135,92.1,,35,18/12/2004,0
CN,2005,137,93,,35,18/12/2004,0
CN,2005,138,94,,35,18/12/2004,0
CN,2005,139,94.1,,35,18/12/2004,0
CN,2005,140,94.2,,35,18/12/2004,0
CN,2005,144,96,,35,18/12/2004,0
CN,2005,154,101,,35,18/12/2004,0
CN,2005,155,101.1,,35,18/12/2004,0
CN,2005,157,102,,35,18/12/2004,0
CN,2005,159,103.1,,35,18/12/2004,0
CN,2005,160,104,,35,18/12/2004,0
CN,2005,165,108,,35,18/12/2004,0
CN,2005,166,109,,35,18/12/2004,0
CN,2005,167,110,,35,18/12/2004,0
CN,2005,168,111,,35,18/12/2004,0
CN,2005,169,112,,35,18/12/2004,0
CN,2005,171,114,,35,18/12/2004,0
CN,2005,173,116,,35,18/12/2004,0
CN,2005,174,117,,35,18/12/2004,0
CN,2006,1,1,17241.36116,75,12/06/2006,1
CN,2006,2,1.1,14182.30451,75,12/06/2006,1
CN,2006,3,2,7100.297684,75,12/06/2006,1
CN,2006,4,3,13779.15432,75,12/06/2006,1
CN,2006,5,3.1,39476.31008,75,12/06/2006,1
CN,2006,7,4,21949.15728,75,12/06/2006,1
CN,2006,8,5,16147.05429,75,12/06/2006,1
CN,2006,9,6,5511.480528,75,12/06/2006,1
CN,2006,11,6.5,9913.342252,75,12/06/2006,1
CN,2006,12,7,11763.2963,75,12/06/2006,1
CN,2006,13,8,20596.49363,75,12/06/2006,1
CN,2006,14,9,6740.602113,75,12/06/2006,1
CN,2006,15,10,23112.13041,75,12/06/2006,1
CN,2006,16,11,11522.36526,75,12/06/2006,1
CN,2006,20,15,13005.63798,75,12/06/2006,1
CN,2006,22,16,8923.077161,75,12/06/2006,1
CN,2006,23,17,32280.27997,75,12/06/2006,1
CN,2006,24,18,6364.288107,75,12/06/2006,1
CN,2006,25,19,10732.59094,75,12/06/2006,1
CN,2006,26,20,11631.94498,75,12/06/2006,1
CN,2006,27,21,9346.262823,75,12/06/2006,1
CN,2006,28,22,8522.734136,75,12/06/2006,1
CN,2006,30,23,6654.228935,75,12/06/2006,1
CN,2006,32,24,8962.936902,75,12/06/2006,1
CN,2006,33,25,9754.317465,75,12/06/2006,1
CN,2006,34,26,10043.42526,75,12/06/2006,1
CN,2006,36,26.5,9666.786136,75,12/06/2006,1
CN,2006,38,28,5740.556587,75,12/06/2006,1
CN,2006,39,28.1,10016.66965,75,12/06/2006,1
CN,2006,40,29,14740.48816,75,12/06/2006,1
CN,2006,42,30.1,23116.20173,75,12/06/2006,1
CN,2006,43,30.2,13273.69762,75,12/06/2006,1
CN,2006,45,32,7113.423858,75,12/06/2006,1
CN,2006,46,32.5,13084.26633,75,12/06/2006,1
CN,2006,47,33,13127.32726,75,12/06/2006,1
CN,2006,48,33.1,17938.93787,75,12/06/2006,1
CN,2006,50,34.5,11105.00097,75,12/06/2006,1
CN,2006,51,35,14096.19066,75,12/06/2006,1
CN,2006,53,37,22629.08783,75,12/06/2006,1
CN,2006,54,38,10962.89893,75,12/06/2006,1
CN,2006,55,39,6287.098882,75,12/06/2006,1
CN,2006,56,40,,75,12/06/2006,1
CN,2006,57,41,12698.67089,75,12/06/2006,1
CN,2006,58,41.1,11713.74003,75,12/06/2006,1
CN,2006,59,42,50649.78336,75,12/06/2006,1
CN,2006,60,43,15258.16198,75,12/06/2006,1
CN,2006,61,44,8660.961328,75,12/06/2006,1
CN,2006,62,45,18791.54089,75,12/06/2006,1
CN,2006,63,46,33880.01417,75,12/06/2006,1
CN,2006,66,46.5,19882.33923,75,12/06/2006,1
CN,2006,67,47,40493.94796,75,12/06/2006,1
CN,2006,68,47.1,5072.718547,75,12/06/2006,1
CN,2006,69,48,13312.46927,75,12/06/2006,1
CN,2006,70,49,14809.37897,75,12/06/2006,1
CN,2006,71,50,9069.520584,75,12/06/2006,1
CN,2006,72,50.1,10497.99839,75,12/06/2006,1
CN,2006,74,51.1,18341.43378,75,12/06/2006,1
CN,2006,75,51.2,23837.08093,75,12/06/2006,1
CN,2006,76,52,12291.48055,75,12/06/2006,1
CN,2006,77,52.1,18608.43787,75,12/06/2006,1
CN,2006,79,53,12269.7199,75,12/06/2006,1
CN,2006,80,53.1,6041.659198,75,12/06/2006,1
CN,2006,81,54,17434.72041,75,12/06/2006,1
CN,2006,82,55,44519.01508,75,12/06/2006,1
CN,2006,83,56,18330.03432,75,12/06/2006,1
CN,2006,85,57.1,11514.07173,75,12/06/2006,1
CN,2006,86,58,2647.296482,75,12/06/2006,1
CN,2006,87,59,16017.8773,75,12/06/2006,1
CN,2006,88,59.1,11805.41112,75,12/06/2006,1
CN,2006,90,60.1,17328.93517,75,12/06/2006,1
CN,2006,92,62,15249.59689,75,12/06/2006,1
CN,2006,93,62.1,5559.416565,75,12/06/2006,1
CN,2006,94,63,9823.28236,75,12/06/2006,1
CN,2006,95,64,12713.69281,75,12/06/2006,1
CN,2006,96,65,14066.87662,75,12/06/2006,1
CN,2006,98,66,14329.01456,75,12/06/2006,1
CN,2006,99,67,12185.72259,75,12/06/2006,1
CN,2006,100,68,8942.579146,75,12/06/2006,1
CN,2006,101,69,5066.276382,75,12/06/2006,1
CN,2006,105,73,6000.683747,75,12/06/2006,1
CN,2006,108,75,12955.83397,75,12/06/2006,1
CN,2006,109,76,10139.42894,75,12/06/2006,1
CN,2006,110,77,15666.6008,75,12/06/2006,1
CN,2006,111,77.1,5725.974947,75,12/06/2006,1
CN,2006,112,78,7539.859715,75,12/06/2006,1
CN,2006,113,79,8439.82636,75,12/06/2006,1
CN,2006,116,81,13711.50503,75,12/06/2006,1
CN,2006,118,82.1,9698.865927,75,12/06/2006,1
CN,2006,121,83,5315.590405,75,12/06/2006,1
CN,2006,123,84,3253.237566,75,12/06/2006,1
CN,2006,125,85,29441.67791,75,12/06/2006,1
CN,2006,126,86,4491.6538,75,12/06/2006,1
CN,2006,127,87,6504.39968,75,12/06/2006,1
CN,2006,128,87.1,6601.739247,75,12/06/2006,1
CN,2006,129,88,10377.44931,75,12/06/2006,1
CN,2006,134,92,10804.37302,75,12/06/2006,1
CN,2006,135,92.1,16481.7927,75,12/06/2006,1
CN,2006,137,93,13693.44665,75,12/06/2006,1
CN,2006,138,94,4462.716918,75,12/06/2006,1
CN,2006,139,94.1,8047.679367,75,12/06/2006,1
CN,2006,140,94.2,4143.963847,75,12/06/2006,1
CN,2006,144,96,7760.631761,75,12/06/2006,1
CN,2006,154,101,16222.2995,75,12/06/2006,1
CN,2006,155,101.1,8617.295071,75,12/06/2006,1
CN,2006,157,102,13515.28192,75,12/06/2006,1
CN,2006,159,103.1,10973.15955,75,12/06/2006,1
CN,2006,160,104,11136.23357,75,12/06/2006,1
CN,2006,165,108,42287.08697,75,12/06/2006,1
CN,2006,166,109,,75,12/06/2006,1
CN,2006,167,110,6099.003473,75,12/06/2006,1
CN,2006,168,111,14882.63117,75,12/06/2006,1
CN,2006,169,112,32425.63647,75,12/06/2006,1
CN,2006,171,114,6319.524278,75,12/06/2006,1
CN,2006,173,116,11421.66266,75,12/06/2006,1
CN,2006,174,117,11660.39638,75,12/06/2006,1
CN,2006,177,120,8742.744975,75,12/06/2006,1
CN,2006,178,121,9605.129368,75,12/06/2006,1
CN,2006,179,122,8456.828399,75,12/06/2006,1
CN,2006,401,123,7730.837374,75,12/06/2006,1
CN,2006,403,124,4328.377417,75,12/06/2006,1
CN,2006,407,126,6490.321972,75,12/06/2006,1
CN,2007,1,1,7833.554184,82,14/06/2007,1
CN,2007,2,1.1,8845.051344,82,14/06/2007,1
CN,2007,3,2,7173.585929,82,14/06/2007,1
CN,2007,4,3,8265.394587,82,14/06/2007,1
CN,2007,5,3.1,7931.914391,82,14/06/2007,1
CN,2007,7,4,10336.15771,82,14/06/2007,1
CN,2007,8,5,8150.394977,82,14/06/2007,1
CN,2007,9,6,6272.823085,82,14/06/2007,1
CN,2007,11,6.5,5252.83078,82,14/06/2007,1
CN,2007,12,7,7934.378996,82,14/06/2007,1
CN,2007,13,8,22433.46324,82,14/06/2007,1
CN,2007,14,9,3292.028729,82,14/06/2007,1
CN,2007,15,10,46897.3224,82,14/06/2007,1
CN,2007,16,11,11945.51153,82,14/06/2007,1
CN,2007,20,15,7409.778395,82,14/06/2007,1
CN,2007,22,16,5119.969912,82,14/06/2007,1
CN,2007,23,17,5340.618371,82,14/06/2007,1
CN,2007,24,18,3964.346578,82,14/06/2007,1
CN,2007,25,19,8269.02369,82,14/06/2007,1
CN,2007,26,20,8956.458961,82,14/06/2007,1
CN,2007,27,21,6649.25134,82,14/06/2007,1
CN,2007,28,22,7480.766139,82,14/06/2007,1
CN,2007,30,23,4422.861417,82,14/06/2007,1
CN,2007,32,24,9047.074971,82,14/06/2007,1
CN,2007,33,25,10942.06673,82,14/06/2007,1
CN,2007,34,26,8309.86059,82,14/06/2007,1
CN,2007,36,26.5,6133.113185,82,14/06/2007,1
CN,2007,38,28,6115.063789,82,14/06/2007,1
CN,2007,39,28.1,4577.106222,82,14/06/2007,1
CN,2007,40,29,4764.133712,82,14/06/2007,1
CN,2007,42,30.1,11173.94462,82,14/06/2007,1
CN,2007,43,30.2,7187.898915,82,14/06/2007,1
CN,2007,45,32,4217.599384,82,14/06/2007,1
CN,2007,46,32.5,5885.052124,82,14/06/2007,1
CN,2007,47,33,8906.984976,82,14/06/2007,1
CN,2007,48,33.1,16546.16684,82,14/06/2007,1
CN,2007,50,34.5,12099.52603,82,14/06/2007,1
CN,2007,51,35,12658.02679,82,14/06/2007,1
CN,2007,53,37,13791.96979,82,14/06/2007,1
CN,2007,54,38,6176.708543,82,14/06/2007,1
CN,2007,55,39,7772.084705,82,14/06/2007,1
CN,2007,57,41,8373.501311,82,14/06/2007,1
CN,2007,58,41.1,7165.170386,82,14/06/2007,1
CN,2007,59,42,14896.31863,82,14/06/2007,1
CN,2007,60,43,4705.960236,82,14/06/2007,1
CN,2007,61,44,3580.782997,82,14/06/2007,1
CN,2007,62,45,12679.08573,82,14/06/2007,1
CN,2007,63,46,18127.48617,82,14/06/2007,1
CN,2007,66,46.5,3472.75792,82,14/06/2007,1
CN,2007,67,47,38036.95372,82,14/06/2007,1
CN,2007,68,47.1,7445.700641,82,14/06/2007,1
CN,2007,69,48,18633.83078,82,14/06/2007,1
CN,2007,70,49,16815.93081,82,14/06/2007,1
CN,2007,71,50,3405.567472,82,14/06/2007,1
CN,2007,72,50.1,5124.474493,82,14/06/2007,1
CN,2007,74,51.1,4941.342239,82,14/06/2007,1
CN,2007,75,51.2,5871.931084,82,14/06/2007,1
CN,2007,76,52,6304.252983,82,14/06/2007,1
CN,2007,77,52.1,19386.14976,82,14/06/2007,1
CN,2007,79,53,6498.707578,82,14/06/2007,1
CN,2007,80,53.1,5195.122222,82,14/06/2007,1
CN,2007,81,54,2018.573957,82,14/06/2007,1
CN,2007,82,55,6646.101376,82,14/06/2007,1
CN,2007,83,56,4002.344192,82,14/06/2007,1
CN,2007,85,57.1,2143.391166,82,14/06/2007,1
CN,2007,86,58,2579.739165,82,14/06/2007,1
CN,2007,87,59,3117.485932,82,14/06/2007,1
CN,2007,88,59.1,3557.055586,82,14/06/2007,1
CN,2007,90,60.1,10622.46927,82,14/06/2007,1
CN,2007,92,62,7099.675734,82,14/06/2007,1
CN,2007,93,62.1,2063.065327,82,14/06/2007,1
CN,2007,94,63,11645.2796,82,14/06/2007,1
CN,2007,95,64,5096.181655,82,14/06/2007,1
CN,2007,96,65,8043.570323,82,14/06/2007,1
CN,2007,98,66,6759.665857,82,14/06/2007,1
CN,2007,99,67,7952.62866,82,14/06/2007,1
CN,2007,100,68,5395.901557,82,14/06/2007,1
CN,2007,101,69,4948.716332,82,14/06/2007,1
CN,2007,105,73,15580.65441,82,14/06/2007,1
CN,2007,108,75,17426.01065,82,14/06/2007,1
CN,2007,109,76,7253.183684,82,14/06/2007,1
CN,2007,110,77,15408.70514,82,14/06/2007,1
CN,2007,111,77.1,5646.330098,82,14/06/2007,1
CN,2007,112,78,6278.297544,82,14/06/2007,1
CN,2007,113,79,8881.530537,82,14/06/2007,1
CN,2007,116,81,6885.889447,82,14/06/2007,1
CN,2007,118,82.1,8778.424458,82,14/06/2007,1
CN,2007,121,83,8676.401795,82,14/06/2007,1
CN,2007,123,84,22665.18189,82,14/06/2007,1
CN,2007,125,85,9631.795454,82,14/06/2007,1
CN,2007,126,86,7136.236212,82,14/06/2007,1
CN,2007,127,87,6103.544389,82,14/06/2007,1
CN,2007,128,87.1,9832.954409,82,14/06/2007,1
CN,2007,129,88,6293.299564,82,14/06/2007,1
CN,2007,134,92,4913.736066,82,14/06/2007,1
CN,2007,135,92.1,9660.684708,82,14/06/2007,1
CN,2007,137,93,7666.900121,82,14/06/2007,1
CN,2007,138,94,1057.160804,82,14/06/2007,1
CN,2007,139,94.1,3409.469799,82,14/06/2007,1
CN,2007,140,94.2,10892.1701,82,14/06/2007,1
CN,2007,144,96,6535.670992,82,14/06/2007,1
CN,2007,154,101,8344.882884,82,14/06/2007,1
CN,2007,155,101.1,11012.10722,82,14/06/2007,1
CN,2007,157,102,3540.686703,82,14/06/2007,1
CN,2007,159,103.1,4803.987917,82,14/06/2007,1
CN,2007,160,104,4363.876131,82,14/06/2007,1
CN,2007,165,108,40076.25229,82,14/06/2007,1
CN,2007,167,110,7296.759476,82,14/06/2007,1
CN,2007,168,111,7748.226849,82,14/06/2007,1
CN,2007,169,112,18493.86713,82,14/06/2007,1
CN,2007,171,114,4822.524552,82,14/06/2007,1
CN,2007,173,116,11403.17304,82,14/06/2007,1
CN,2007,174,117,41084.76521,82,14/06/2007,1
CN,2007,177,120,8480.089447,82,14/06/2007,1
CN,2007,178,121,2406.374787,82,14/06/2007,1
CN,2007,179,122,8096.140908,82,14/06/2007,1
CN,2007,401,123,4201.325394,82,14/06/2007,1
CN,2007,403,124,1534.969567,82,14/06/2007,1
CN,2007,407,126,2905.610844,82,14/06/2007,1
CN,2007,474,128,7693.93477,82,14/06/2007,1
CN,2007,478,127,6681.049138,82,14/06/2007,1
CN,2008,1,1,17952.63832,87,10/07/2008,1
CN,2008,1,1,8279.264022,90,30/12/2008,0
CN,2008,2,1.1,22824.53583,87,10/07/2008,1
CN,2008,2,1.1,15412.0653,90,30/12/2008,0
CN,2008,3,2,2429.05079,87,10/07/2008,1
CN,2008,3,2,10754.7144,90,30/12/2008,0
CN,2008,4,3,2644.843264,87,10/07/2008,1
CN,2008,4,3,9573.637026,90,30/12/2008,0
CN,2008,5,3.1,2433.874915,87,10/07/2008,1
CN,2008,5,3.1,12360.59852,90,30/12/2008,0
CN,2008,7,4,27994.7236,87,10/07/2008,1
CN,2008,7,4,13030.59896,90,30/12/2008,0
CN,2008,8,5,18127.15862,87,10/07/2008,1
CN,2008,8,5,12918.90059,90,30/12/2008,0
CN,2008,9,6,1948.45481,87,10/07/2008,1
CN,2008,9,6,5627.626151,90,30/12/2008,0
CN,2008,11,6.5,1606.449196,87,10/07/2008,1
CN,2008,11,6.5,7934.171421,90,30/12/2008,0
CN,2008,12,7,17407.98897,87,10/07/2008,1
CN,2008,12,7,10429.77351,90,30/12/2008,0
CN,2008,13,8,23212.2459,87,10/07/2008,1
CN,2008,13,8,15261.20101,90,30/12/2008,0
CN,2008,14,9,2489.330784,87,10/07/2008,1
CN,2008,14,9,34079.71273,90,30/12/2008,0
CN,2008,15,10,23835.53063,87,10/07/2008,1
CN,2008,15,10,6406.361263,90,30/12/2008,0
CN,2008,16,11,5295.410766,87,10/07/2008,1
CN,2008,16,11,81118.58683,90,30/12/2008,0
CN,2008,20,15,2603.512719,87,10/07/2008,1
CN,2008,20,15,14059.03955,90,30/12/2008,0
CN,2008,22,16,2060.724159,87,10/07/2008,1
CN,2008,22,16,11499.63482,90,30/12/2008,0
CN,2008,23,17,14435.53869,87,10/07/2008,1
CN,2008,23,17,145962.6854,90,30/12/2008,0
CN,2008,24,18,1219.757912,87,10/07/2008,1
CN,2008,24,18,8967.765848,90,30/12/2008,0
CN,2008,25,19,2989.418547,87,10/07/2008,1
CN,2008,25,19,10955.76995,90,30/12/2008,0
CN,2008,26,20,2834.547874,87,10/07/2008,1
CN,2008,26,20,10178.32157,90,30/12/2008,0
CN,2008,27,21,3877.871406,87,10/07/2008,1
CN,2008,27,21,40994.54866,90,30/12/2008,0
CN,2008,28,22,3196.564421,87,10/07/2008,1
CN,2008,28,22,45167.89507,90,30/12/2008,0
CN,2008,30,23,2125.796883,87,10/07/2008,1
CN,2008,30,23,25871.83649,90,30/12/2008,0
CN,2008,32,24,11313.4108,87,10/07/2008,1
CN,2008,32,24,17877.49824,90,30/12/2008,0
CN,2008,33,25,14725.4521,87,10/07/2008,1
CN,2008,33,25,21866.65863,90,30/12/2008,0
CN,2008,34,26,13168.06505,87,10/07/2008,1
CN,2008,34,26,14347.97425,90,30/12/2008,0
CN,2008,36,26.5,10553.81967,87,10/07/2008,1
CN,2008,36,26.5,23291.71502,90,30/12/2008,0
CN,2008,38,28,2074.396938,87,10/07/2008,1
CN,2008,38,28,,90,30/12/2008,0
CN,2008,39,28.1,1629.427193,87,10/07/2008,1
CN,2008,39,28.1,6228.220425,90,30/12/2008,0
CN,2008,40,29,13584.07341,87,10/07/2008,1
CN,2008,40,29,71358.22999,90,30/12/2008,0
CN,2008,42,30.1,10133.40343,87,10/07/2008,1
CN,2008,42,30.1,5714.179255,90,30/12/2008,0
CN,2008,43,30.2,6424.736415,87,10/07/2008,1
CN,2008,43,30.2,6179.683916,90,30/12/2008,0
CN,2008,45,32,6045.670995,87,10/07/2008,1
CN,2008,45,32,4967.276913,90,30/12/2008,0
CN,2008,46,32.5,9481.656793,87,10/07/2008,1
CN,2008,46,32.5,6772.850276,90,30/12/2008,0
CN,2008,47,33,4100.838454,87,10/07/2008,1
CN,2008,47,33,25054.92303,90,30/12/2008,0
CN,2008,48,33.1,11602.54436,87,10/07/2008,1
CN,2008,48,33.1,17601.06532,90,30/12/2008,0
CN,2008,50,34.5,8440.66921,87,10/07/2008,1
CN,2008,50,34.5,52998.0028,90,30/12/2008,0
CN,2008,51,35,5366.310944,87,10/07/2008,1
CN,2008,51,35,36740.88847,90,30/12/2008,0
CN,2008,53,37,12727.43514,87,10/07/2008,1
CN,2008,53,37,8959.952797,90,30/12/2008,0
CN,2008,54,38,5222.514966,87,10/07/2008,1
CN,2008,54,38,4499.976071,90,30/12/2008,0
