BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,OccasionDate,OccasionID,MinOfFieldPeriodID,BreedGroupID,TerritoryID,Status,MaxOfMaxOfSeenDate,LayYear,SexEstimate,BodyMass
1058,6600.880748,1188,A,,,16/08/2002,1081,41,815,71,BrM,12/08/2010,1996,1,17.0
1060,14103.31661,1893,SA,24.8,,16/08/2002,1081,41,3274,101,ABX,11/12/2005,2001,0,16.0
1061,5445.811574,849,A,27.1,,16/08/2002,1081,41,3274,101,BrM,27/12/2003,1994,1,18.0
1062,6073.90344,1438,A,23.5,,17/08/2002,1083,41,827,98,BrF,18/01/2015,1999,0,15.7
1063,28111.77019,1708,SA,25.8,,17/08/2002,1083,41,827,98,ABX,18/01/2015,2001,1,15.7
1064,1712.154675,1709,SA,24.6,,17/08/2002,1082,41,836,116,ABX,29/08/2005,2001,1,15.0
1066,4370.462765,634,A,25.8,,19/08/2002,1084,41,853,171,BrM,27/12/2004,1993,1,17.0
1067,7616.926996,1711,SA,25.6,,19/08/2002,1084,41,819,77,ABX,18/11/2005,2001,1,17.5
1068,1507.455016,1712,A,24.3,,19/08/2002,1085,41,819,77,ABX,23/07/2005,2001,0,16.1
1069,6550.960825,1435,A,,,19/08/2002,1085,41,819,77,BrM,02/06/2004,1999,1,
1071,2854.618207,1713,CH,19.6,,19/08/2002,1084,41,828,99,CH,19/08/2002,2002,1,10.0
1072,2508.675056,1158,A,24.6,,20/08/2002,1086,41,819,77,BrF,20/08/2002,1996,0,15.2
1074,7314.2269,1684,A,26.5,,22/08/2002,4584,41,798,40,BrM,26/07/2011,2000,1,17.7
1075,10682.51447,1570,A,26.5,,22/08/2002,1087,41,3283,169,BrM,29/08/2004,1999,1,17.5
1076,5026.457725,1715,A,24.0,,22/08/2002,1087,41,852,165,H,22/08/2002,2001,0,14.0
1077,4143.363523,1569,A,25.5,,23/08/2002,1089,41,852,165,BrM,02/09/2002,1998,1,16.5
1078,1245.067222,1716,FL,24.8,,23/08/2002,1089,41,852,165,FL,25/02/2015,2002,0,15.0
1078,1796.725256,1716,FL,24.8,,23/08/2002,1089,41,852,165,FL,25/02/2015,2002,0,15.0
1079,5376.048335,1043,A,24.4,,23/08/2002,1089,41,852,165,BrF,15/02/2010,1995,0,15.0
1080,4428.101419,1717,A,24.3,,23/08/2002,1090,41,825,92,BrF,22/01/2015,2001,0,15.7
1083,1194.965049,1720,SA,25.7,,25/08/2002,1091,41,793,25,ABX,05/08/2006,2001,1,15.8
1085,7043.395239,1722,A,26.0,,27/08/2002,1092,41,3323,90,BrM,24/09/2012,2001,1,16.5
1086,880.5531466,1723,J,25.9,,29/08/2002,1093,41,794,26,U,18/12/2004,2002,1,15.0
1087,4375.170228,1724,A,25.9,,29/08/2002,1093,41,783,11,U,25/05/2004,2001,1,16.0
1088,4420.598587,1500,A,25.2,,29/08/2002,1094,41,792,24,BrM,26/07/2006,1999,1,17.0
1089,5005.491781,1614,A,24.9,,29/08/2002,1094,41,783,11,BrF,20/08/2008,2001,0,15.1
1090,2765.717382,1725,SA,25.5,,29/08/2002,1094,41,793,25,ABX,10/12/2005,2001,0,16.3
1091,5407.558955,1623,A,26.9,,29/08/2002,1094,41,3268,81,U,14/11/2005,2001,1,17.7
1095,3696.55508,1729,A,26.0,,01/09/2002,1097,41,789,20,BrM,01/03/2015,2001,1,16.0
1097,8090.675798,1566,A,25.6,,01/09/2002,1097,41,820,80,BrM,11/08/2008,1999,1,16.5
1098,10452.24512,1731,FL,25.1,,01/09/2002,1097,41,820,80,FL,25/07/2013,2002,1,17.0
1098,21951.76711,1731,FL,25.1,,01/09/2002,1097,41,820,80,FL,25/07/2013,2002,1,17.0
1098,24036.38143,1731,FL,25.1,,01/09/2002,1097,41,820,80,FL,25/07/2013,2002,1,17.0
1103,8966.797997,1542,A,25.6,,04/09/2002,1100,41,795,34,BrM,28/06/2012,1999,1,17.0
1105,6769.192368,1218,A,24.1,,04/09/2002,1100,41,795,34,BrF,21/09/2013,1996,0,14.0
1108,5453.145733,774,A,25.1,,04/09/2002,1100,41,837,117,BrF,04/09/2002,1994,0,17.0
1111,2756.439873,1739,FL,24.9,,10/09/2002,1103,41,808,53,FL,27/07/2008,2002,1,15.5
1112,6373.525198,1740,A,24.5,,10/09/2002,1103,41,784,12,ABX,24/01/2009,2001,0,15.5
1114,7242.247852,1485,A,27.2,,10/09/2002,1103,41,784,12,BrM,04/08/2006,1998,1,17.5
1116,2354.119052,1742,FL,25.1,,11/09/2002,1104,41,834,112,FL,28/08/2008,2002,1,15.5
1117,5344.223394,1396,A,24.4,,11/09/2002,1104,41,834,112,BrM,10/07/2007,1998,1,16.0
1118,8371.699905,1510,A,24.6,,11/09/2002,1104,41,834,112,BrF,07/01/2009,1999,0,15.0
1119,3705.529166,1666,A,,,11/09/2002,1105,41,797,39,BrM,24/06/2004,2001,1,17.2
1121,5727.945175,1020,A,26.2,,11/09/2002,1105,41,791,23,BrM,11/09/2002,1995,1,17.5
1122,5912.054215,1247,A,23.8,,11/09/2002,1105,41,791,23,BrF,18/12/2004,1996,0,14.3
1123,3573.644253,1695,A,26.5,,12/09/2002,1107,41,802,46,BrM,28/07/2006,2001,1,16.8
1124,3108.581828,454,A,24.2,,12/09/2002,1107,41,801,45,BrF,01/01/2004,1992,0,14.5
1126,1214.35391,1697,SA,25.4,,12/09/2002,1107,41,807,52,ABX,11/01/2007,2002,0,15.0
1126,6124.244189,1697,SA,25.4,,12/09/2002,1107,41,807,52,ABX,11/01/2007,2002,0,15.0
1127,4689.791176,1390,A,24.4,,12/09/2002,1106,41,802,46,BrF,12/08/2003,1998,0,15.5
1128,4474.220817,1504,A,25.2,,12/09/2002,1107,41,809,54,BrM,24/08/2010,1999,1,17.0
1129,6667.196143,1552,A,24.0,,12/09/2002,1107,41,809,54,BrF,24/09/2002,1999,0,16.9
1130,9592.900801,1698,A,26.6,,12/09/2002,1107,41,809,54,ABX,26/08/2010,2001,1,18.5
1132,3643.89656,1744,A,25.2,,13/09/2002,1108,41,812,60,BrM,02/09/2010,2001,1,15.5
1138,5086.33813,1750,FL,26.2,,17/09/2002,1110,41,780,7,FL,03/02/2015,2002,1,17.5
1139,5570.8422,1751,A,25.9,,17/09/2002,1111,41,843,134,BrM,06/07/2003,2001,1,16.4
1140,6628.851982,1752,FL,25.6,,18/09/2002,1112,41,805,50,FL,30/08/2010,2002,1,
1141,6153.566004,1553,A,26.0,,18/09/2002,1112,41,805,50,BrM,23/02/2010,1999,1,15.0
1142,1636.747189,1244,A,22.5,,18/09/2002,1113,41,815,71,BrF,17/07/2008,1997,0,15.9
1143,6951.813439,1753,SA,24.0,,19/09/2002,1115,41,815,71,AB,18/07/2011,2002,0,14.6
1144,5038.225008,1188,A,25.1,,19/09/2002,1115,41,815,71,BrM,12/08/2010,1996,1,16.9
1145,3573.721566,1754,A,26.6,,19/09/2002,1115,41,3268,81,BrM,25/08/2008,2001,1,18.0
1146,4364.734375,1508,A,23.8,,19/09/2002,1114,41,3268,81,BrF,12/01/2005,1999,0,16.5
1149,4155.748519,1756,A,25.0,,20/09/2002,1116,41,838,123,BrM,07/06/2005,2001,1,16.5
2163,1472.601126,176,A,,25.8,27/05/1995,422,19,2115,63,BrM,12/06/2003,1988,1,15.5
2183,2024.268226,1861,A,,26.9,05/06/1995,5155,19,2090,22,BrM,14/08/1997,1994,1,15.6
2189,4434.289051,595,A,,25.4,05/06/1995,436,19,2083,9,BrF,18/12/2004,1993,0,15.3
2190,24921.9026,442,A,,24.1,09/06/1995,444,19,2101,41,H,03/01/2004,1992,0,14.3
2193,9225.615405,221,A,,26.9,09/06/1995,444,19,1,45,BrM,20/11/2005,1988,1,16.9
2194,7764.839059,216,A,,26,10/06/1995,446,19,2107,53,BrM,02/12/1999,1988,1,17.0
2196,2222.318793,199,A,,23.3,11/06/1995,448,19,2101,41,BrF,03/01/2004,1986,0,14.5
2197,4269.798101,507,A,,25.4,11/06/1995,448,19,2095,30,BrM,26/08/2008,1993,1,16.1
2199,2893.551852,604,A,,24.3,12/06/1995,450,19,2103,47,BrF,27/07/1999,1993,0,13.6
2203,2435.096103,637,A,,26.5,16/06/1995,456,19,2134,104,BrM,24/12/1997,1993,1,16.2
2214,630.8428455,51,A,,25.3,21/06/1995,467,19,2105,51,BrM,01/08/2003,1986,1,15.6
2215,7440.902967,176,A,,26.1,21/06/1995,467,19,2115,63,BrM,12/06/2003,1988,1,16.5
2220,4275.149223,606,A,,25.7,28/05/1995,424,19,2114,62,BrM,05/03/1998,1993,1,16.0
2222,5891.231273,509,A,,26.1,25/06/1995,472,19,2176,172,BrM,20/07/2002,1993,1,16.3
2223,5866.929404,467,A,,26.1,25/06/1995,472,19,2116,67,BrM,07/12/1999,1992,1,17.1
2224,4449.926386,663,A,,24.4,26/06/1995,474,19,2168,164,BrF,05/12/1999,1993,0,16.0
2231,8180.655308,921,A,,25.2,28/05/1995,424,19,2109,55,BrM,15/12/2003,1994,1,14.6
2239,5776.396121,525,A,,26.1,05/07/1995,484,19,2131,99,BrM,13/09/1999,1993,1,15.4
2244,4348.792784,628,A,,23.4,09/07/1995,487,19,2121,76,BrF,04/06/2004,1993,0,14.5
2276,4530.925589,494,A,,25.4,31/05/1995,428,19,2100,40,BrM,30/06/2001,1990,1,16.2
2276,5215.839391,494,A,,25.4,31/05/1995,428,19,2100,40,BrM,30/06/2001,1990,1,16.2
2276,6399.102128,494,A,,25.4,31/05/1995,428,19,2100,40,BrM,30/06/2001,1990,1,16.2
2285,4542.548694,495,A,,24.9,05/06/1995,437,19,2083,9,BrM,01/07/2001,1993,1,16.8
2285,5255.334249,495,A,,24.9,05/06/1995,437,19,2083,9,BrM,01/07/2001,1993,1,16.8
2289,1514.240031,220,A,,26.7,06/06/1995,439,19,3314,26,BrM,04/07/2001,1988,1,15.1
2291,6492.099987,497,A,,27,07/06/1995,441,19,2082,8,BrM,31/08/2007,1993,1,16.8
2292,11385.41307,927,A,,24.9,08/06/1995,443,19,2085,13,H,27/12/2003,1994,0,15.2
2295,5571.647007,609,A,,26.9,08/06/1995,443,19,2101,41,H,20/11/2005,1993,1,16.4
2295,5571.647007,609,A,,26.9,08/06/1995,443,19,2102,44,BrM,20/11/2005,1993,1,16.4
2300,2914.231833,677,A,,,16/06/1995,456,19,2158,141,BrF,08/07/2001,1993,0,
2331,5511.947765,1017,A,,23.7,30/06/1996,562,21,2265,110,BrF,23/05/2004,1992,0,16.3
2332,6161.766247,1018,SA,,26.9,30/06/1996,562,21,2265,110,BrM,16/08/2007,1995,1,17.0
2333,3617.641808,1019,SA,,25.1,30/06/1996,562,21,2250,86,ABX,19/01/1999,1995,0,14.4
2333,9358.505389,1019,SA,,25.1,30/06/1996,562,21,2250,86,ABX,19/01/1999,1995,0,14.4
2333,12812.87987,1019,SA,,25.1,30/06/1996,562,21,2250,86,ABX,19/01/1999,1995,0,14.4
2334,6949.411499,1020,SA,,26.5,30/06/1996,562,21,2210,23,BrM,11/09/2002,1995,1,16.6
2336,2241.426447,1022,SA,,23.8,30/06/1996,562,21,2263,108,ABX,07/12/1999,1995,0,13.8
2344,5005.817982,608,A,,24.2,30/06/1996,562,21,2234,59,H,14/02/1998,1993,0,16.5
2345,3144.465246,510,A,,25.7,30/06/1996,562,21,2234,59,BrM,16/01/2007,1993,1,15.8
2348,2389.521724,1028,A,,26.5,30/06/1996,562,21,14,134,ABX,20/11/1999,1995,1,16.9
2352,3028.103375,1031,CH,,26.6,02/07/1996,567,21,2252,89,FL,09/03/2010,1996,1,17.1
2353,6525.978088,1032,CH,,24.5,02/07/1996,566,21,2237,63,FL,10/07/2001,1996,1,15.1
2360,8925.439573,792,A,,24.3,15/07/1996,574,21,2243,73,BrF,15/07/1996,1982,0,16.0
2361,3151.420319,628,A,,23.8,15/07/1996,575,21,2245,76,BrF,04/06/2004,1993,0,16.8
2364,1737.35441,949,A,,24.6,15/07/1996,575,21,2209,22,ABX,12/01/2005,1995,0,14.3
2366,3290.81525,1037,A,,26.1,15/07/1996,574,21,2245,76,BrM,04/08/1999,1995,1,17.9
2367,11016.85941,629,A,,26.2,15/07/1996,574,21,2249,84,BrM,02/12/1999,1993,1,17.7
2369,9578.634951,1041,A,,27.7,15/07/1996,574,21,2246,80,BrM,18/01/1999,1995,1,18.8
2371,8253.767451,1043,A,,24.7,15/07/1996,575,21,2293,165,BrF,15/02/2010,1995,0,15.5
2373,1626.721961,951,A,,24.4,29/06/1996,559,21,2251,87,ABX,21/07/2002,1995,0,13.7
2376,6154.592068,1055,A,,23.4,18/07/1996,576,21,2213,27,BrF,18/07/1996,1995,0,17.1
2382,2228.975048,1059,CH,,,19/07/1996,579,21,2232,56,XF,02/01/2004,1996,0,
2382,2228.975048,1059,CH,,,19/07/1996,579,21,2271,124,CH,02/01/2004,1996,0,
2383,2029.858467,522,A,,24.9,29/06/1996,559,21,2250,86,BrF,02/12/1999,1993,0,18.7
2383,2467.976418,522,A,,24.9,29/06/1996,559,21,2250,86,BrF,02/12/1999,1993,0,18.7
2383,3029.870925,522,A,,24.9,29/06/1996,559,21,2250,86,BrF,02/12/1999,1993,0,18.7
2383,15148.20016,522,A,,24.9,29/06/1996,559,21,2250,86,BrF,02/12/1999,1993,0,18.7
2388,3243.350145,1045,CH,,20.7,01/08/1996,590,21,2216,33,FL,08/07/2001,1996,1,12.5
2392,5326.911093,1049,CH,,21.7,01/08/1996,590,21,2220,40,FL,23/12/2003,1996,0,14.3
2392,12089.9261,1049,CH,,21.7,01/08/1996,590,21,2220,40,FL,23/12/2003,1996,0,14.3
2402,4015.945462,297,A,,23.5,29/06/1996,559,21,2267,115,H,05/07/2001,1988,0,15.2
2403,5399.239015,922,A,25.9,25.4,04/07/1997,668,22,15,1,BrM,11/09/1999,1994,1,18.0
2404,4351.190456,1162,SA,26.3,26.4,05/07/1997,672,22,36,40,ABX,07/02/1998,1996,1,15.5
2410,200.245399,1202,SA,26.1,25.8,26/07/1997,717,22,52,62,ABX,21/02/1998,1997,1,17.8
2411,5304.83781,606,A,25.5,25.2,26/07/1997,717,22,52,62,BrM,05/03/1998,1993,1,16.5
2412,5122.612161,221,A,28.1,27.8,26/07/1997,716,22,39,45,BrM,20/11/2005,1988,1,16.9
2413,8263.587322,1203,A,27.2,27.2,26/07/1997,717,22,46,54,BrM,07/09/1999,1996,1,16.9
2414,7715.181806,65,A,25.9,25.9,26/07/1997,717,22,48,56,BrM,12/03/1998,1987,1,18.6
2417,11187.27619,608,A,24.6,,27/07/1997,719,22,50,59,ABX,14/02/1998,1993,0,15.5
2418,7110.799418,850,A,23.9,23.5,27/07/1997,719,22,50,59,BrF,03/08/1997,1994,0,13.4
2420,6092.823134,477,A,25.0,25.1,27/07/1997,720,22,92,126,BrM,21/02/1998,,1,15.3
2421,4655.230841,510,A,25.8,25.7,27/07/1997,720,22,50,59,BrM,16/01/2007,1993,1,15.5
2422,6960.138241,163,A,24.2,24.2,28/07/1997,722,22,50,59,ABX,12/09/1998,1987,0,14.8
2423,8274.754774,455,A,23.9,23.9,29/07/1997,723,22,41,48,BrF,14/08/1997,1992,0,15.2
2424,4347.274934,1212,A,25.7,25.6,29/07/1997,723,22,41,48,BrM,30/08/1999,1996,1,15.4
2426,6422.186459,609,A,26.4,26.4,05/07/1997,673,22,37,42,BrM,20/11/2005,1993,1,14.3
2436,6056.211031,1040,A,26.7,26.4,03/08/1997,729,22,82,109,BrM,23/06/2006,1995,1,17.2
2442,4305.555252,628,A,23.9,24.4,07/08/1997,732,22,62,76,BrF,04/06/2004,1993,0,14.4
2443,5261.49184,1061,A,26.3,26.1,07/08/1997,732,22,62,76,H,16/03/1998,1996,1,15.3
2444,5233.57187,1234,FL,27.1,26.7,07/08/1997,733,22,70,89,FL,02/12/1999,1997,1,16.8
2450,10485.49986,1235,A,25.2,25,08/08/1997,734,22,30,27,BrF,16/09/1998,1996,0,16.0
2454,8292.461531,559,A,26.2,26.6,09/08/1997,737,22,111,165,BrM,05/07/1998,1993,1,15.8
2455,8865.443707,1043,A,24.8,,09/08/1997,737,22,111,165,BrF,15/02/2010,1995,0,15.0
2463,1794.928617,1213,CH,25.6,25.2,12/08/1997,741,22,41,48,FL,22/12/2004,1997,1,15.8
2465,4517.775508,1861,A,26.7,26.6,14/08/1997,746,22,26,22,BrM,14/08/1997,1994,1,15.2
2470,7955.657028,912,A,24.5,24.1,06/07/1997,676,22,15,1,BrF,30/07/2008,1994,0,14.6
2475,6802.826353,1242,SA,25.5,25.6,18/08/1997,749,22,2307,120,BrM,27/03/1998,1996,1,16.8
2481,8088.013582,1156,A,26.1,25.7,06/07/1997,675,22,39,45,ABX,09/07/2001,1996,1,15.5
2482,10372.06074,942,A,23.6,23.8,21/08/1997,751,22,113,167,BrF,27/01/1998,1994,0,14.2
2483,10923.51107,1032,SA,25.8,26,21/08/1997,751,22,53,63,H,10/07/2001,1996,1,16.4
2484,7127.486936,1030,SA,25.2,25.4,21/08/1997,751,22,47,55,ABX,21/08/1997,1996,1,16.6
2490,5833.358099,1157,A,26.8,27.1,06/07/1997,675,22,44,52,BrM,19/02/1998,1996,1,17.0
2491,5673.98091,449,A,25.6,25.5,06/07/1997,677,22,44,52,BrF,06/12/1999,,0,15.4
2492,2923.658863,1151,A,26.2,26.1,04/07/1997,668,22,2303,35,BrM,16/08/1999,1996,1,15.9
2493,13035.38427,932,A,24.0,24.2,06/07/1997,677,22,45,53,H,04/07/2003,1994,0,14.4
2496,6475.362349,501,A,26.6,26.3,27/12/1997,758,23,119,2,BrM,18/12/2004,1994,1,16.9
2497,8664.616631,927,A,25.3,24.7,27/12/1997,758,23,119,2,BrF,27/12/2003,1994,0,15.5
2498,6168.816173,1244,SA,23.2,22.8,28/12/1997,759,23,139,47,ABX,17/07/2008,1997,0,14.0
2504,2833.20855,1166,SA,25.7,25.4,06/07/1997,674,22,81,108,BrM,30/08/2004,1996,1,16.0
2504,4262.896275,1166,SA,25.7,25.4,06/07/1997,674,22,81,108,BrM,30/08/2004,1996,1,16.0
2507,2440.481449,467,A,26.8,26.1,08/07/1997,681,22,55,67,BrM,07/12/1999,1992,1,
2508,450.7126703,1154,A,25.8,26,08/07/1997,680,22,115,169,BrM,02/08/1999,1996,1,
2511,5140.825078,1033,A,25.0,25.4,04/07/1997,669,22,15,1,H,14/08/1997,1996,0,13.6
2513,1413.318636,530,A,24.5,24.6,09/07/1997,682,22,78,104,BrF,12/02/1998,1993,0,14.1
2514,4820.042102,637,A,27.0,26.5,09/07/1997,683,22,78,104,BrM,24/12/1997,1993,1,16.7
2515,4439.633179,1158,A,24.6,24.5,10/07/1997,684,22,63,77,BrF,20/08/2002,1996,0,15.3
2516,6001.71401,1159,A,25.7,25.9,10/07/1997,684,22,63,77,BrM,23/08/1999,1996,1,16.0
2517,3958.957255,1019,A,25.2,25.1,10/07/1997,684,22,63,77,H,19/01/1999,1995,0,15.0
2518,6595.915388,1172,A,24.4,24.6,11/07/1997,686,22,101,139,BrF,22/02/2010,1996,0,16.5
2520,6259.869304,1180,SA,23.7,23.7,11/07/1997,686,22,102,141,ABX,17/02/1998,1996,0,14.1
2521,10233.75257,550,A,26.7,26.6,11/07/1997,686,22,102,141,BrM,06/03/1998,1993,1,17.3
2522,9624.101415,500,A,24.5,24.7,05/07/1997,672,22,36,40,BrF,23/06/1998,1991,0,16.1
2523,3215.950552,1160,A,24.5,24.7,11/07/1997,685,22,84,112,BrF,04/12/1999,1996,0,15.0
2524,7122.992936,1047,SA,24.3,24.2,11/07/1997,685,22,65,81,ABX,20/11/1999,1996,1,15.5
2526,8879.895189,329,A,24.6,24.1,11/07/1997,685,22,85,115,BrF,02/12/1999,1988,0,14.1
2527,9913.747492,1179,FL,26.1,26,11/07/1997,685,22,85,115,FL,21/09/1999,1997,1,16.3
2529,5851.73795,1168,SA,25.3,25.3,12/07/1997,688,22,102,141,ABX,08/07/2001,1996,1,15.5
2531,6979.634369,677,A,24.6,24.9,12/07/1997,688,22,102,141,BrF,08/07/2001,1993,0,15.2
2532,11295.57861,1049,SA,23.6,23.4,12/07/1997,688,22,36,40,ABX,23/12/2003,1996,0,14.9
2533,2506.99868,172,A,25.0,25.1,05/07/1997,670,22,26,22,BrF,14/08/1997,1989,0,15.4
2534,7262.554689,1173,A,25.0,24.7,12/07/1997,687,22,64,80,BrF,08/07/2001,1996,0,14.8
2535,8210.218408,1174,A,26.2,26.1,12/07/1997,687,22,2305,86,BrM,14/08/1997,1996,1,16.1
2537,5305.791274,596,A,23.7,23.8,13/07/1997,689,22,19,8,BrF,27/08/1999,1993,0,13.9
2538,6960.138241,497,A,27.0,27.1,13/07/1997,689,22,19,8,BrM,31/08/2007,1993,1,16.9
2539,5261.49184,1169,A,24.7,25.1,13/07/1997,690,22,109,162,BrM,13/07/1997,1997,1,16.8
2540,10485.49986,941,A,26.5,26,13/07/1997,690,22,98,135,BrM,23/03/1998,1994,1,17.3
2543,4262.090896,208,A,26.0,25.9,13/07/1997,690,22,103,144,BrM,05/03/1998,1988,1,16.3
2546,8292.461531,1182,A,24.4,24.6,14/07/1997,693,22,96,132,BrF,22/03/1998,1996,0,14.7
2547,4497.025717,1017,A,24.2,23.8,14/07/1997,692,22,83,110,BrF,23/05/2004,1992,0,14.5
2548,7127.486936,1177,A,24.1,24.3,14/07/1997,692,22,112,166,BrF,11/07/2001,1996,0,15.0
2549,3706.718632,1193,A,25.4,25.3,14/07/1997,691,22,57,69,BrF,23/08/2007,1996,0,15.8
2551,14004.97576,1191,A,25.4,25.1,14/07/1997,691,22,87,118,BrM,07/07/2001,1996,1,15.9
2552,11012.56594,1192,A,24.5,24.1,14/07/1997,691,22,88,119,BrF,21/08/1997,1996,0,15.5
2553,5627.138305,1183,A,25.8,25.9,15/07/1997,695,22,113,167,BrM,15/07/1997,1996,1,17.0
2554,6380.447145,1189,A,25.1,25.3,15/07/1997,695,22,89,121,BrM,26/12/1997,1996,1,15.8
2556,7220.546928,1198,A,26.3,25.9,15/07/1997,694,22,86,117,BrM,12/08/2000,1996,1,16.2
2558,6864.028605,1186,A,24.9,24.8,16/07/1997,698,22,59,72,BrF,20/07/2002,1996,0,15.2
2559,5502.137178,921,A,24.6,24.9,16/07/1997,698,22,40,47,BrM,15/12/2003,1994,1,16.8
2560,6725.578619,1188,SA,25.4,25.4,16/07/1997,698,22,56,68,ABX,12/08/2010,1996,1,15.4
2561,5863.509833,1178,A,26.3,25,16/07/1997,697,22,57,69,BrM,05/08/1999,1996,1,15.7
2564,5851.456421,1200,A,24.7,24.3,17/07/1997,700,22,56,68,ABX,19/07/2006,1996,0,15.7
2565,7212.186725,441,A,25.4,25.1,20/07/1997,701,22,35,38,BrF,08/01/2007,1992,0,15.6
2567,5908.504682,1036,A,23.7,23.5,21/07/1997,702,22,59,72,TBRF,09/01/1998,1995,0,15.7
2568,5932.795916,1184,A,25.9,26,21/07/1997,702,22,59,72,BrM,05/07/2001,1996,1,15.5
2571,6569.335861,1194,SA,25.6,25.5,22/07/1997,704,22,114,168,ABX,04/07/1998,1996,1,15.8
2575,7191.97329,1195,SA,24.1,24.2,23/07/1997,707,22,72,94,H,07/09/2010,1996,0,14.5
2576,6498.255949,951,A,,,23/07/1997,708,22,69,88,BrF,21/07/2002,1995,0,
2578,9277.966273,1196,A,26.6,26.6,23/07/1997,708,22,69,88,BrM,04/09/2009,1996,1,17.3
2579,7453.882136,1041,A,27.4,27,23/07/1997,707,22,64,80,BrM,18/01/1999,1995,1,18.0
2580,9067.257598,1197,A,24.9,25,24/07/1997,711,22,64,80,ABX,18/02/1998,1996,0,13.7
2581,5566.825008,1211,A,26.2,25.9,24/07/1997,710,22,79,105,BrM,06/08/1998,1996,1,15.8
2582,9302.932701,828,A,27.2,26.9,23/07/1997,709,22,43,51,ABX,16/09/1998,1994,1,16.8
2585,4747.302656,776,A,26.7,26.5,24/07/1997,710,22,3317,116,BrM,21/08/1999,1994,1,17.5
2586,11454.58876,1217,SA,26.4,25.6,25/07/1997,713,22,3317,116,ABX,16/07/1998,1996,1,15.4
2587,11347.34651,1218,A,24.1,24,25/07/1997,713,22,107,159,AB,21/09/2013,1996,0,14.3
2589,3508.536995,1246,A,24.6,24.5,02/01/1998,764,23,134,30,BrF,22/11/1999,1996,0,14.3
2591,7476.574641,1221,SA,26.4,26.3,03/01/1998,765,23,134,30,ABX,05/01/2004,1997,1,15.7
2593,10516.67599,1247,A,24.0,23.7,15/01/1998,767,23,130,23,BrF,18/12/2004,1996,0,14.0
2594,4689.809025,1020,A,26.1,26,15/01/1998,767,23,130,23,BrM,11/09/2002,1995,1,17.1
2597,4715.465096,884,A,26.9,26.9,16/01/1998,769,23,158,89,BrM,27/03/1998,1995,1,16.1
2598,6319.714486,1274,A,25.8,25.6,16/01/1998,768,23,2319,49,BrM,14/09/1999,1996,1,16.7
2602,4526.847011,1268,CH,,,24/01/1998,773,23,168,109,XF,01/08/2003,1998,1,
2602,4526.847011,1268,CH,,,24/01/1998,773,23,169,115,CH,01/08/2003,1998,1,
2604,4775.345123,1270,FL,23.9,23.6,25/01/1998,774,23,185,168,FL,13/07/1998,1998,0,13.1
2605,6595.522715,1271,A,24.4,24.1,25/01/1998,774,23,185,168,BrF,10/12/2005,1996,0,14.9
2606,5906.179613,1272,A,24.5,24.4,25/01/1998,774,23,185,168,ABX,03/07/2006,1996,0,14.0
2610,6779.569111,1051,A,,,28/01/1998,775,23,2324,56,BrF,12/03/1998,1996,0,14.3
2614,5944.401376,1177,A,23.7,23.5,29/01/1998,777,23,184,166,BrF,11/07/2001,1996,0,13.5
2616,8769.536763,1286,J,25.0,24.9,05/02/1998,779,23,2314,32,FL,20/08/1999,1997,1,14.0
2618,6982.320947,509,A,25.7,25.9,06/02/1998,780,23,182,164,BrM,20/07/2002,1993,1,15.0
2621,9040.224975,1170,SA,25.1,25.2,12/02/1998,784,23,174,135,ABX,05/08/2008,1997,0,14.9
2622,5311.881493,917,A,26.5,26.3,12/02/1998,784,23,161,95,BrM,05/07/2001,1994,1,16.6
2623,3671.745462,64,A,24.5,24.4,12/02/1998,784,23,164,103,BrF,12/02/1998,1987,0,14.1
2624,6689.117121,528,A,25.0,24.7,12/02/1998,784,23,164,103,H,24/03/1998,1993,0,14.1
2626,10017.86595,1045,A,23.3,25.1,12/02/1998,783,23,2315,33,ABX,08/07/2001,1996,1,15.8
2627,9241.140085,1278,FL,25.5,25.5,12/02/1998,783,23,148,71,FL,31/12/1999,1998,0,13.2
2628,6111.824651,868,A,25.8,25.8,17/02/1998,787,23,127,16,BrM,23/08/1998,1995,1,16.4
2637,10081.06093,522,A,24.2,23.9,03/03/1998,792,23,155,86,BrF,02/12/1999,1993,0,13.5
2640,6498.160982,498,A,25.6,25.4,06/03/1998,794,23,178,148,BrM,10/03/1998,1993,1,15.9
2645,19855.17471,1028,A,25.8,26,10/03/1998,796,23,179,155,BrM,20/11/1999,1995,1,16.1
2646,17621.09645,1303,A,26.0,25.9,11/03/1998,798,23,162,101,U,11/03/1998,1996,1,13.6
2649,17050.92074,467,A,26.7,26.5,19/03/1998,803,23,146,67,BrM,07/12/1999,1992,1,15.8
2652,10968.82857,220,A,26.0,25.9,23/03/1998,807,23,132,26,BrM,04/07/2001,1988,1,15.0
2653,14001.95021,1029,A,26.8,26.6,22/03/1998,806,23,2318,43,BrM,31/08/2010,1996,1,16.1
2654,8017.14931,1345,A,23.8,23.9,23/06/1998,813,25,201,22,BrF,16/08/1999,1997,0,13.6
2656,4691.698477,1346,J,24.6,24.5,23/06/1998,813,25,238,77,OFL,10/12/2005,1998,0,13.3
2657,5429.841576,1159,A,25.9,25.3,23/06/1998,812,25,238,77,BrM,23/08/1999,1996,1,15.6
